	time	vol	rpm	duty
16	10577.0	623.0	0.0	0.0
17	11079.0	623.0	0.0	0.0
18	11581.0	623.0	0.0	0.0
19	12086.0	623.0	0.0	0.0
20	12588.0	623.0	0.0	0.0
21	13092.0	623.0	0.0	0.0
22	13594.0	623.0	0.0	0.0
23	14096.0	623.0	0.0	0.0
24	14598.0	623.0	0.0	0.0
25	15102.0	623.0	0.0	0.0
26	15607.0	623.0	0.0	0.0
27	16109.0	623.0	0.0	0.0
28	16611.0	623.0	0.0	0.0
29	17113.0	624.0	0.0	0.0
30	17617.0	623.0	0.0	0.0
31	18119.0	624.0	0.0	0.0
